# OpenSignals Text File Format. Version 1
# {"98:D3:41:FD:4F:1F": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:41:FD:4F:1F", "device connection": "BTH98:D3:41:FD:4F:1F", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1281, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2021-2-11", "time": "18:26:48.111", "channels": [5], "sensor": ["RAW"], "label": ["A5"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A5"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
3	0	0	0	0	406	
4	0	0	0	0	407	
5	0	0	0	0	407	
6	0	0	0	0	406	
7	0	0	0	0	407	
8	0	0	0	0	407	
9	0	0	0	0	406	
10	0	0	0	0	407	
11	0	0	0	0	407	
12	0	0	0	0	406	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	406	
1	0	0	0	0	406	
2	0	0	0	0	407	
3	0	0	0	0	407	
4	0	0	0	0	406	
5	0	0	0	0	407	
6	0	0	0	0	406	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	407	
10	0	0	0	0	407	
11	0	0	0	0	407	
12	0	0	0	0	406	
13	0	0	0	0	406	
14	0	0	0	0	406	
15	0	0	0	0	407	
0	0	0	0	0	406	
1	0	0	0	0	406	
2	0	0	0	0	406	
3	0	0	0	0	406	
4	0	0	0	0	407	
5	0	0	0	0	406	
6	0	0	0	0	406	
7	0	0	0	0	408	
8	0	0	0	0	406	
9	0	0	0	0	407	
10	0	0	0	0	407	
11	0	0	0	0	406	
12	0	0	0	0	406	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	406	
1	0	0	0	0	407	
2	0	0	0	0	406	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	406	
6	0	0	0	0	407	
7	0	0	0	0	407	
8	0	0	0	0	407	
9	0	0	0	0	406	
10	0	0	0	0	406	
11	0	0	0	0	406	
12	0	0	0	0	407	
13	0	0	0	0	407	
14	0	0	0	0	406	
15	0	0	0	0	407	
0	0	0	0	0	407	
1	0	0	0	0	406	
2	0	0	0	0	407	
3	0	0	0	0	407	
4	0	0	0	0	406	
5	0	0	0	0	407	
6	0	0	0	0	406	
7	0	0	0	0	408	
8	0	0	0	0	406	
9	0	0	0	0	406	
10	0	0	0	0	407	
11	0	0	0	0	407	
12	0	0	0	0	407	
13	0	0	0	0	406	
14	0	0	0	0	406	
15	0	0	0	0	408	
0	0	0	0	0	406	
1	0	0	0	0	406	
2	0	0	0	0	406	
3	0	0	0	0	406	
4	0	0	0	0	407	
5	0	0	0	0	406	
6	0	0	0	0	407	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	407	
10	0	0	0	0	406	
11	0	0	0	0	406	
12	0	0	0	0	407	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	406	
1	0	0	0	0	407	
2	0	0	0	0	407	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	406	
6	0	0	0	0	406	
7	0	0	0	0	407	
8	0	0	0	0	407	
9	0	0	0	0	407	
10	0	0	0	0	406	
11	0	0	0	0	406	
12	0	0	0	0	407	
13	0	0	0	0	407	
14	0	0	0	0	406	
15	0	0	0	0	408	
0	0	0	0	0	407	
1	0	0	0	0	406	
2	0	0	0	0	407	
3	0	0	0	0	406	
4	0	0	0	0	407	
5	0	0	0	0	407	
6	0	0	0	0	407	
7	0	0	0	0	407	
8	0	0	0	0	406	
9	0	0	0	0	407	
10	0	0	0	0	406	
11	0	0	0	0	406	
12	0	0	0	0	407	
13	0	0	0	0	407	
14	0	0	0	0	406	
15	0	0	0	0	408	
0	0	0	0	0	406	
1	0	0	0	0	406	
2	0	0	0	0	406	
3	0	0	0	0	407	
4	0	0	0	0	407	
5	0	0	0	0	407	
6	0	0	0	0	407	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	407	
10	0	0	0	0	406	
11	0	0	0	0	407	
12	0	0	0	0	407	
13	0	0	0	0	407	
14	0	0	0	0	406	
15	0	0	0	0	408	
0	0	0	0	0	406	
1	0	0	0	0	406	
2	0	0	0	0	407	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	406	
6	0	0	0	0	406	
7	0	0	0	0	408	
8	0	0	0	0	406	
9	0	0	0	0	406	
10	0	0	0	0	406	
11	0	0	0	0	405	
12	0	0	0	0	406	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	407	
0	0	0	0	0	407	
1	0	0	0	0	407	
2	0	0	0	0	406	
3	0	0	0	0	407	
4	0	0	0	0	407	
5	0	0	0	0	407	
6	0	0	0	0	407	
7	0	0	0	0	407	
8	0	0	0	0	407	
9	0	0	0	0	407	
10	0	0	0	0	406	
11	0	0	0	0	407	
12	0	0	0	0	406	
13	0	0	0	0	406	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	407	
1	0	0	0	0	406	
2	0	0	0	0	406	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	407	
6	0	0	0	0	407	
7	0	0	0	0	408	
8	0	0	0	0	406	
9	0	0	0	0	407	
10	0	0	0	0	407	
11	0	0	0	0	406	
12	0	0	0	0	407	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	406	
1	0	0	0	0	406	
2	0	0	0	0	407	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	406	
6	0	0	0	0	406	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	406	
10	0	0	0	0	406	
11	0	0	0	0	406	
12	0	0	0	0	407	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	406	
1	0	0	0	0	407	
2	0	0	0	0	406	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	407	
6	0	0	0	0	407	
7	0	0	0	0	407	
8	0	0	0	0	406	
9	0	0	0	0	407	
10	0	0	0	0	407	
11	0	0	0	0	407	
12	0	0	0	0	407	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	407	
1	0	0	0	0	407	
2	0	0	0	0	407	
3	0	0	0	0	406	
4	0	0	0	0	407	
5	0	0	0	0	407	
6	0	0	0	0	406	
7	0	0	0	0	407	
8	0	0	0	0	406	
9	0	0	0	0	406	
10	0	0	0	0	406	
11	0	0	0	0	406	
12	0	0	0	0	407	
13	0	0	0	0	407	
14	0	0	0	0	406	
15	0	0	0	0	408	
0	0	0	0	0	407	
1	0	0	0	0	408	
2	0	0	0	0	407	
3	0	0	0	0	407	
4	0	0	0	0	408	
5	0	0	0	0	407	
6	0	0	0	0	407	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	406	
10	0	0	0	0	407	
11	0	0	0	0	407	
12	0	0	0	0	408	
13	0	0	0	0	406	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	406	
1	0	0	0	0	406	
2	0	0	0	0	407	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	407	
6	0	0	0	0	407	
7	0	0	0	0	407	
8	0	0	0	0	407	
9	0	0	0	0	407	
10	0	0	0	0	407	
11	0	0	0	0	406	
12	0	0	0	0	406	
13	0	0	0	0	407	
14	0	0	0	0	406	
15	0	0	0	0	408	
0	0	0	0	0	407	
1	0	0	0	0	406	
2	0	0	0	0	406	
3	0	0	0	0	406	
4	0	0	0	0	407	
5	0	0	0	0	406	
6	0	0	0	0	406	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	406	
10	0	0	0	0	407	
11	0	0	0	0	406	
12	0	0	0	0	407	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	407	
1	0	0	0	0	406	
2	0	0	0	0	407	
3	0	0	0	0	406	
4	0	0	0	0	407	
5	0	0	0	0	406	
6	0	0	0	0	406	
7	0	0	0	0	408	
8	0	0	0	0	406	
9	0	0	0	0	407	
10	0	0	0	0	407	
11	0	0	0	0	406	
12	0	0	0	0	407	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	407	
1	0	0	0	0	407	
2	0	0	0	0	406	
3	0	0	0	0	407	
4	0	0	0	0	407	
5	0	0	0	0	406	
6	0	0	0	0	407	
7	0	0	0	0	408	
8	0	0	0	0	406	
9	0	0	0	0	406	
10	0	0	0	0	406	
11	0	0	0	0	406	
12	0	0	0	0	406	
13	0	0	0	0	406	
14	0	0	0	0	406	
15	0	0	0	0	408	
0	0	0	0	0	406	
1	0	0	0	0	406	
2	0	0	0	0	406	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	406	
6	0	0	0	0	406	
7	0	0	0	0	407	
8	0	0	0	0	406	
9	0	0	0	0	407	
10	0	0	0	0	407	
11	0	0	0	0	407	
12	0	0	0	0	407	
13	0	0	0	0	406	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	406	
1	0	0	0	0	407	
2	0	0	0	0	406	
3	0	0	0	0	407	
4	0	0	0	0	406	
5	0	0	0	0	407	
6	0	0	0	0	407	
7	0	0	0	0	407	
8	0	0	0	0	407	
9	0	0	0	0	407	
10	0	0	0	0	407	
11	0	0	0	0	406	
12	0	0	0	0	407	
13	0	0	0	0	406	
14	0	0	0	0	406	
15	0	0	0	0	408	
0	0	0	0	0	407	
1	0	0	0	0	407	
2	0	0	0	0	407	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	406	
6	0	0	0	0	407	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	407	
10	0	0	0	0	407	
11	0	0	0	0	406	
12	0	0	0	0	407	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	407	
1	0	0	0	0	407	
2	0	0	0	0	407	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	406	
6	0	0	0	0	406	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	406	
10	0	0	0	0	407	
11	0	0	0	0	407	
12	0	0	0	0	407	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	407	
1	0	0	0	0	406	
2	0	0	0	0	406	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	407	
6	0	0	0	0	406	
7	0	0	0	0	407	
8	0	0	0	0	407	
9	0	0	0	0	406	
10	0	0	0	0	407	
11	0	0	0	0	406	
12	0	0	0	0	407	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	407	
1	0	0	0	0	407	
2	0	0	0	0	407	
3	0	0	0	0	406	
4	0	0	0	0	407	
5	0	0	0	0	406	
6	0	0	0	0	406	
7	0	0	0	0	408	
8	0	0	0	0	406	
9	0	0	0	0	407	
10	0	0	0	0	406	
11	0	0	0	0	406	
12	0	0	0	0	407	
13	0	0	0	0	406	
14	0	0	0	0	406	
15	0	0	0	0	408	
0	0	0	0	0	407	
1	0	0	0	0	407	
2	0	0	0	0	407	
3	0	0	0	0	406	
4	0	0	0	0	407	
5	0	0	0	0	407	
6	0	0	0	0	407	
7	0	0	0	0	408	
8	0	0	0	0	406	
9	0	0	0	0	407	
10	0	0	0	0	407	
11	0	0	0	0	406	
12	0	0	0	0	406	
13	0	0	0	0	407	
14	0	0	0	0	406	
15	0	0	0	0	407	
0	0	0	0	0	406	
1	0	0	0	0	406	
2	0	0	0	0	406	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	407	
6	0	0	0	0	406	
7	0	0	0	0	407	
8	0	0	0	0	407	
9	0	0	0	0	407	
10	0	0	0	0	407	
11	0	0	0	0	406	
12	0	0	0	0	407	
13	0	0	0	0	406	
14	0	0	0	0	407	
15	0	0	0	0	407	
0	0	0	0	0	406	
1	0	0	0	0	407	
2	0	0	0	0	406	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	406	
6	0	0	0	0	407	
7	0	0	0	0	407	
8	0	0	0	0	407	
9	0	0	0	0	407	
10	0	0	0	0	407	
11	0	0	0	0	406	
12	0	0	0	0	406	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	406	
1	0	0	0	0	406	
2	0	0	0	0	407	
3	0	0	0	0	406	
4	0	0	0	0	407	
5	0	0	0	0	406	
6	0	0	0	0	406	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	406	
10	0	0	0	0	407	
11	0	0	0	0	406	
12	0	0	0	0	407	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	406	
1	0	0	0	0	407	
2	0	0	0	0	406	
3	0	0	0	0	407	
4	0	0	0	0	407	
5	0	0	0	0	406	
6	0	0	0	0	407	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	407	
10	0	0	0	0	406	
11	0	0	0	0	407	
12	0	0	0	0	406	
13	0	0	0	0	406	
14	0	0	0	0	406	
15	0	0	0	0	408	
0	0	0	0	0	406	
1	0	0	0	0	407	
2	0	0	0	0	407	
3	0	0	0	0	407	
4	0	0	0	0	407	
5	0	0	0	0	407	
6	0	0	0	0	407	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	407	
10	0	0	0	0	406	
11	0	0	0	0	407	
12	0	0	0	0	406	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	406	
1	0	0	0	0	406	
2	0	0	0	0	406	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	406	
6	0	0	0	0	407	
7	0	0	0	0	407	
8	0	0	0	0	407	
9	0	0	0	0	407	
10	0	0	0	0	406	
11	0	0	0	0	406	
12	0	0	0	0	407	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	406	
1	0	0	0	0	407	
2	0	0	0	0	407	
3	0	0	0	0	406	
4	0	0	0	0	407	
5	0	0	0	0	407	
6	0	0	0	0	406	
7	0	0	0	0	407	
8	0	0	0	0	406	
9	0	0	0	0	406	
10	0	0	0	0	406	
11	0	0	0	0	406	
12	0	0	0	0	407	
13	0	0	0	0	406	
14	0	0	0	0	408	
15	0	0	0	0	408	
0	0	0	0	0	406	
1	0	0	0	0	407	
2	0	0	0	0	406	
3	0	0	0	0	406	
4	0	0	0	0	407	
5	0	0	0	0	406	
6	0	0	0	0	406	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	406	
10	0	0	0	0	406	
11	0	0	0	0	406	
12	0	0	0	0	407	
13	0	0	0	0	406	
14	0	0	0	0	406	
15	0	0	0	0	408	
0	0	0	0	0	407	
1	0	0	0	0	406	
2	0	0	0	0	406	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	407	
6	0	0	0	0	406	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	406	
10	0	0	0	0	406	
11	0	0	0	0	406	
12	0	0	0	0	406	
13	0	0	0	0	406	
14	0	0	0	0	406	
15	0	0	0	0	407	
0	0	0	0	0	407	
1	0	0	0	0	406	
2	0	0	0	0	407	
3	0	0	0	0	407	
4	0	0	0	0	407	
5	0	0	0	0	406	
6	0	0	0	0	407	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	407	
10	0	0	0	0	406	
11	0	0	0	0	406	
12	0	0	0	0	406	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	407	
1	0	0	0	0	406	
2	0	0	0	0	407	
3	0	0	0	0	406	
4	0	0	0	0	407	
5	0	0	0	0	407	
6	0	0	0	0	407	
7	0	0	0	0	407	
8	0	0	0	0	406	
9	0	0	0	0	406	
10	0	0	0	0	406	
11	0	0	0	0	406	
12	0	0	0	0	406	
13	0	0	0	0	406	
14	0	0	0	0	407	
15	0	0	0	0	407	
0	0	0	0	0	407	
1	0	0	0	0	407	
2	0	0	0	0	406	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	406	
6	0	0	0	0	407	
7	0	0	0	0	407	
8	0	0	0	0	406	
9	0	0	0	0	407	
10	0	0	0	0	407	
11	0	0	0	0	407	
12	0	0	0	0	406	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	407	
1	0	0	0	0	406	
2	0	0	0	0	407	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	406	
6	0	0	0	0	406	
7	0	0	0	0	407	
8	0	0	0	0	407	
9	0	0	0	0	407	
10	0	0	0	0	406	
11	0	0	0	0	407	
12	0	0	0	0	407	
13	0	0	0	0	407	
14	0	0	0	0	406	
15	0	0	0	0	407	
0	0	0	0	0	407	
1	0	0	0	0	407	
2	0	0	0	0	407	
3	0	0	0	0	406	
4	0	0	0	0	407	
5	0	0	0	0	407	
6	0	0	0	0	407	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	406	
10	0	0	0	0	406	
11	0	0	0	0	406	
12	0	0	0	0	406	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	407	
1	0	0	0	0	407	
2	0	0	0	0	407	
3	0	0	0	0	407	
4	0	0	0	0	407	
5	0	0	0	0	406	
6	0	0	0	0	407	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	407	
10	0	0	0	0	407	
11	0	0	0	0	406	
12	0	0	0	0	406	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	407	
1	0	0	0	0	406	
2	0	0	0	0	406	
3	0	0	0	0	407	
4	0	0	0	0	407	
5	0	0	0	0	407	
6	0	0	0	0	407	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	407	
10	0	0	0	0	406	
11	0	0	0	0	407	
12	0	0	0	0	407	
13	0	0	0	0	406	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	406	
1	0	0	0	0	407	
2	0	0	0	0	407	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	406	
6	0	0	0	0	406	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	407	
10	0	0	0	0	406	
11	0	0	0	0	406	
12	0	0	0	0	407	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	407	
1	0	0	0	0	407	
2	0	0	0	0	407	
3	0	0	0	0	406	
4	0	0	0	0	407	
5	0	0	0	0	407	
6	0	0	0	0	406	
7	0	0	0	0	407	
8	0	0	0	0	407	
9	0	0	0	0	406	
10	0	0	0	0	406	
11	0	0	0	0	407	
12	0	0	0	0	407	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	406	
1	0	0	0	0	407	
2	0	0	0	0	406	
3	0	0	0	0	406	
4	0	0	0	0	407	
5	0	0	0	0	406	
6	0	0	0	0	406	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	407	
10	0	0	0	0	407	
11	0	0	0	0	406	
12	0	0	0	0	407	
13	0	0	0	0	406	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	407	
1	0	0	0	0	406	
2	0	0	0	0	407	
3	0	0	0	0	407	
4	0	0	0	0	407	
5	0	0	0	0	406	
6	0	0	0	0	407	
7	0	0	0	0	408	
8	0	0	0	0	406	
9	0	0	0	0	406	
10	0	0	0	0	406	
11	0	0	0	0	406	
12	0	0	0	0	407	
13	0	0	0	0	406	
14	0	0	0	0	406	
15	0	0	0	0	408	
0	0	0	0	0	406	
1	0	0	0	0	406	
2	0	0	0	0	406	
3	0	0	0	0	405	
4	0	0	0	0	407	
5	0	0	0	0	407	
6	0	0	0	0	406	
7	0	0	0	0	407	
8	0	0	0	0	405	
9	0	0	0	0	406	
10	0	0	0	0	406	
11	0	0	0	0	406	
12	0	0	0	0	407	
13	0	0	0	0	407	
14	0	0	0	0	406	
15	0	0	0	0	407	
0	0	0	0	0	406	
1	0	0	0	0	407	
2	0	0	0	0	406	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	406	
6	0	0	0	0	406	
7	0	0	0	0	407	
8	0	0	0	0	406	
9	0	0	0	0	406	
10	0	0	0	0	406	
11	0	0	0	0	407	
12	0	0	0	0	407	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	407	
0	0	0	0	0	407	
1	0	0	0	0	407	
2	0	0	0	0	407	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	407	
6	0	0	0	0	407	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	407	
10	0	0	0	0	407	
11	0	0	0	0	406	
12	0	0	0	0	406	
13	0	0	0	0	407	
14	0	0	0	0	406	
15	0	0	0	0	408	
0	0	0	0	0	406	
1	0	0	0	0	406	
2	0	0	0	0	406	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	407	
6	0	0	0	0	406	
7	0	0	0	0	407	
8	0	0	0	0	406	
9	0	0	0	0	407	
10	0	0	0	0	407	
11	0	0	0	0	406	
12	0	0	0	0	406	
13	0	0	0	0	406	
14	0	0	0	0	406	
15	0	0	0	0	408	
0	0	0	0	0	406	
1	0	0	0	0	407	
2	0	0	0	0	406	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	406	
6	0	0	0	0	406	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	406	
10	0	0	0	0	407	
11	0	0	0	0	406	
12	0	0	0	0	406	
13	0	0	0	0	406	
14	0	0	0	0	407	
15	0	0	0	0	407	
0	0	0	0	0	407	
1	0	0	0	0	406	
2	0	0	0	0	407	
3	0	0	0	0	406	
4	0	0	0	0	407	
5	0	0	0	0	407	
6	0	0	0	0	407	
7	0	0	0	0	408	
8	0	0	0	0	406	
9	0	0	0	0	407	
10	0	0	0	0	407	
11	0	0	0	0	407	
12	0	0	0	0	406	
13	0	0	0	0	407	
14	0	0	0	0	406	
15	0	0	0	0	408	
0	0	0	0	0	407	
1	0	0	0	0	407	
2	0	0	0	0	407	
3	0	0	0	0	407	
4	0	0	0	0	406	
5	0	0	0	0	406	
6	0	0	0	0	406	
7	0	0	0	0	407	
8	0	0	0	0	407	
9	0	0	0	0	407	
10	0	0	0	0	406	
11	0	0	0	0	406	
12	0	0	0	0	407	
13	0	0	0	0	407	
14	0	0	0	0	406	
15	0	0	0	0	408	
0	0	0	0	0	408	
1	0	0	0	0	406	
2	0	0	0	0	407	
3	0	0	0	0	407	
4	0	0	0	0	407	
5	0	0	0	0	407	
6	0	0	0	0	406	
7	0	0	0	0	407	
8	0	0	0	0	407	
9	0	0	0	0	406	
10	0	0	0	0	406	
11	0	0	0	0	406	
12	0	0	0	0	406	
13	0	0	0	0	406	
14	0	0	0	0	407	
15	0	0	0	0	407	
0	0	0	0	0	406	
1	0	0	0	0	407	
2	0	0	0	0	407	
3	0	0	0	0	406	
4	0	0	0	0	407	
5	0	0	0	0	406	
6	0	0	0	0	406	
7	0	0	0	0	408	
8	0	0	0	0	406	
9	0	0	0	0	407	
10	0	0	0	0	406	
11	0	0	0	0	406	
12	0	0	0	0	406	
13	0	0	0	0	406	
14	0	0	0	0	407	
15	0	0	0	0	407	
0	0	0	0	0	406	
1	0	0	0	0	406	
2	0	0	0	0	407	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	407	
6	0	0	0	0	407	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	406	
10	0	0	0	0	406	
11	0	0	0	0	405	
12	0	0	0	0	406	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	407	
1	0	0	0	0	407	
2	0	0	0	0	406	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	407	
6	0	0	0	0	406	
7	0	0	0	0	408	
8	0	0	0	0	406	
9	0	0	0	0	406	
10	0	0	0	0	406	
11	0	0	0	0	406	
12	0	0	0	0	406	
13	0	0	0	0	406	
14	0	0	0	0	406	
15	0	0	0	0	408	
0	0	0	0	0	407	
1	0	0	0	0	407	
2	0	0	0	0	407	
3	0	0	0	0	407	
4	0	0	0	0	407	
5	0	0	0	0	407	
6	0	0	0	0	407	
7	0	0	0	0	408	
8	0	0	0	0	406	
9	0	0	0	0	406	
10	0	0	0	0	406	
11	0	0	0	0	407	
12	0	0	0	0	407	
13	0	0	0	0	407	
14	0	0	0	0	406	
15	0	0	0	0	408	
0	0	0	0	0	406	
1	0	0	0	0	406	
2	0	0	0	0	406	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	407	
6	0	0	0	0	406	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	408	
10	0	0	0	0	407	
11	0	0	0	0	407	
12	0	0	0	0	406	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	406	
1	0	0	0	0	407	
2	0	0	0	0	406	
3	0	0	0	0	406	
4	0	0	0	0	407	
5	0	0	0	0	407	
6	0	0	0	0	406	
7	0	0	0	0	408	
8	0	0	0	0	406	
9	0	0	0	0	406	
10	0	0	0	0	406	
11	0	0	0	0	406	
12	0	0	0	0	406	
13	0	0	0	0	406	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	407	
1	0	0	0	0	407	
2	0	0	0	0	406	
3	0	0	0	0	407	
4	0	0	0	0	406	
5	0	0	0	0	407	
6	0	0	0	0	407	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	407	
10	0	0	0	0	407	
11	0	0	0	0	407	
12	0	0	0	0	406	
13	0	0	0	0	407	
14	0	0	0	0	406	
15	0	0	0	0	408	
0	0	0	0	0	407	
1	0	0	0	0	407	
2	0	0	0	0	407	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	407	
6	0	0	0	0	406	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	407	
10	0	0	0	0	407	
11	0	0	0	0	406	
12	0	0	0	0	407	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	406	
1	0	0	0	0	407	
2	0	0	0	0	407	
3	0	0	0	0	406	
4	0	0	0	0	407	
5	0	0	0	0	407	
6	0	0	0	0	407	
7	0	0	0	0	407	
8	0	0	0	0	406	
9	0	0	0	0	406	
10	0	0	0	0	406	
11	0	0	0	0	406	
12	0	0	0	0	406	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	407	
0	0	0	0	0	407	
1	0	0	0	0	406	
2	0	0	0	0	407	
3	0	0	0	0	406	
4	0	0	0	0	406	
5	0	0	0	0	407	
6	0	0	0	0	406	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	406	
10	0	0	0	0	407	
11	0	0	0	0	407	
12	0	0	0	0	407	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	408	
0	0	0	0	0	407	
1	0	0	0	0	407	
2	0	0	0	0	407	
3	0	0	0	0	406	
4	0	0	0	0	407	
5	0	0	0	0	407	
6	0	0	0	0	406	
7	0	0	0	0	408	
8	0	0	0	0	407	
9	0	0	0	0	407	
10	0	0	0	0	407	
11	0	0	0	0	407	
12	0	0	0	0	407	
13	0	0	0	0	407	
14	0	0	0	0	407	
15	0	0	0	0	407	
0	0	0	0	0	407	
